food_id,food_name,category,state,region,region_code,diet_type,diet_code,calories_kcal,protein_g,carbs_g,fat_g,fiber_g,prebiotic_score,fodmap_level,is_fermented,description,clinical_benefit,image_path
107,Masoor Dal Dhaba Style,Dals_Legumes,Pan-India,Pan-India,6,veg,0,243,13.4,40.4,0.5,12.4,8,High,0,"Authentic Pan-India preparation of Masoor Dal Dhaba Style, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/107.jpg
108,Raw Banana Sukka,Side_Dish,Pan-India,Pan-India,6,veg,0,165,5.8,20.9,8.5,4.0,2,Medium,0,"Authentic Pan-India preparation of Raw Banana Sukka, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/108.jpg
109,Gobi Seekh Kebab,Appetizers,Pan-India,Pan-India,6,veg,0,86,5.2,14.7,1.5,5.2,3,Medium,0,"Authentic Pan-India preparation of Gobi Seekh Kebab, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/109.jpg
110,Bhatura,Breads_Rice,Pan-India,Pan-India,6,veg,0,262,7.3,46.7,16.2,2.4,1,Medium,0,"Authentic Pan-India preparation of Bhatura, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/110.jpg
111,Aloo Achari Tikka,Appetizers,Punjab,North,1,veg,0,139,2.9,27.1,2.3,4.8,3,Medium,0,"Authentic Punjab preparation of Aloo Achari Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/111.jpg
112,Veg Biryani,Breads_Rice,Pan-India,Pan-India,6,veg,0,291,8.0,54.8,1.6,2.1,1,Medium,0,"Authentic Pan-India preparation of Veg Biryani, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/112.jpg
113,Aloo Bonda,Snacks,Pan-India,Pan-India,6,veg,0,151,2.8,32.9,2.5,4.3,3,Medium,0,"Authentic Pan-India preparation of Aloo Bonda, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/113.jpg
114,Soya Chaap Hariyali Tikka,Appetizers,Punjab,North,1,veg,0,190,26.4,15.8,1.9,8.5,5,Medium,0,"Authentic Punjab preparation of Soya Chaap Hariyali Tikka, served as a appetizers.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/114.jpg
115,Prawn Gassi,Main_Course,Karnataka,South,2,non-veg,1,183,20.0,0.5,9.3,0.9,0,Medium,0,"Authentic Karnataka preparation of Prawn Gassi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/115.jpg
116,Toor Dal Fry,Dals_Legumes,Pan-India,Pan-India,6,veg,0,238,16.3,36.4,4.0,10.7,7,High,0,"Authentic Pan-India preparation of Toor Dal Fry, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/116.jpg
117,Mushroom Hariyali Tikka,Appetizers,Punjab,North,1,veg,0,76,3.4,8.3,1.2,7.0,4,Medium,0,"Authentic Punjab preparation of Mushroom Hariyali Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/117.jpg
118,Capsicum Thoran,Side_Dish,Kerala,South,2,veg,0,172,4.1,19.4,1.7,3.6,2,Medium,0,"Authentic Kerala preparation of Capsicum Thoran, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/118.jpg
119,Badam Milk,Beverages,Pan-India,Pan-India,6,veg,0,155,6.9,16.7,4.3,3.2,2,Medium,0,"Authentic Pan-India preparation of Badam Milk, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/119.jpg
120,Gobi Sukka,Side_Dish,Pan-India,Pan-India,6,veg,0,72,2.9,9.4,4.4,6.2,4,Medium,0,"Authentic Pan-India preparation of Gobi Sukka, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/120.jpg
121,Prawn Kosha,Main_Course,West Bengal,East,4,non-veg,1,180,20.4,5.4,5.4,0.0,0,Medium,0,"Authentic West Bengal preparation of Prawn Kosha, served as a main course.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/121.jpg
122,Arbi Fry,Side_Dish,Pan-India,Pan-India,6,veg,0,137,4.2,20.5,2.6,3.6,2,Medium,0,"Authentic Pan-India preparation of Arbi Fry, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/122.jpg
123,Paneer Korma,Main_Course,Uttar Pradesh,North,1,veg,0,263,14.1,7.9,21.1,0.3,0,High,0,"Authentic Uttar Pradesh preparation of Paneer Korma, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/123.jpg
124,Cabbage Jeera,Side_Dish,Pan-India,Pan-India,6,veg,0,164,5.8,17.2,4.3,3.2,2,Medium,0,"Authentic Pan-India preparation of Cabbage Jeera, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/124.jpg
125,Crab Kolhapuri,Main_Course,Maharashtra,West,3,non-veg,1,145,5.9,23.0,4.7,3.5,2,Medium,0,"Authentic Maharashtra preparation of Crab Kolhapuri, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/125.jpg
126,Soya Chunks Korma,Main_Course,Uttar Pradesh,North,1,veg,0,201,25.1,13.1,5.5,6.4,4,Medium,0,"Authentic Uttar Pradesh preparation of Soya Chunks Korma, served as a main course.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/126.jpg
127,Chana Dal Amritsari,Dals_Legumes,Punjab,North,1,veg,0,266,16.1,36.8,5.4,11.5,8,High,0,"Authentic Punjab preparation of Chana Dal Amritsari, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/127.jpg
128,Karela Jeera,Side_Dish,Pan-India,Pan-India,6,veg,0,145,3.7,17.8,6.1,5.2,3,Medium,0,"Authentic Pan-India preparation of Karela Jeera, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/128.jpg
129,Rooh Afza Sharbat,Beverages,Pan-India,Pan-India,6,veg,0,177,5.3,19.1,1.8,3.7,2,Medium,0,"Authentic Pan-India preparation of Rooh Afza Sharbat, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/129.jpg
130,Broccoli Tikka,Appetizers,Punjab,North,1,veg,0,80,5.7,12.4,1.3,5.7,3,Medium,0,"Authentic Punjab preparation of Broccoli Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/130.jpg
131,Onion Dosa,Breads_Rice,Pan-India,Pan-India,6,veg,0,180,5.2,34.6,3.8,4.7,8,Medium,1,"Authentic Pan-India preparation of Onion Dosa, served as a breads rice.",Enhances probiotic density and boosts lactic-acid bacteria.,images/131.jpg
132,Kala Chana Makhani,Dals_Legumes,Punjab,North,1,veg,0,346,12.9,45.2,16.9,13.5,9,High,0,"Authentic Punjab preparation of Kala Chana Makhani, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/132.jpg
133,Vada Pav,Snacks,Maharashtra,West,3,veg,0,245,6.4,30.1,18.7,4.7,3,Medium,0,"Authentic Maharashtra preparation of Vada Pav, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/133.jpg
134,Karela Thoran,Side_Dish,Kerala,South,2,veg,0,152,1.8,21.9,5.4,4.5,3,Medium,0,"Authentic Kerala preparation of Karela Thoran, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/134.jpg
135,Egg Kosha,Main_Course,West Bengal,East,4,non-veg,1,158,10.2,0.6,11.2,0.2,0,Medium,0,"Authentic West Bengal preparation of Egg Kosha, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/135.jpg
136,Lobia Lasooni,Dals_Legumes,Pan-India,Pan-India,6,veg,0,246,11.9,38.6,6.0,14.1,9,High,0,"Authentic Pan-India preparation of Lobia Lasooni, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/136.jpg
137,Chicken Tikki,Snacks,Pan-India,Pan-India,6,non-veg,1,214,26.4,2.8,11.3,2.0,1,Medium,0,"Authentic Pan-India preparation of Chicken Tikki, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/137.jpg
138,Aloo Tikki Chaat,Snacks,Pan-India,Pan-India,6,veg,0,166,3.5,31.1,3.1,4.4,3,Medium,0,"Authentic Pan-India preparation of Aloo Tikki Chaat, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/138.jpg
139,Egg Saag,Main_Course,Pan-India,Pan-India,6,non-veg,1,160,15.5,0.5,11.4,4.3,3,Medium,0,"Authentic Pan-India preparation of Egg Saag, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/139.jpg
140,Kulith Makhani,Dals_Legumes,Punjab,North,1,veg,0,319,16.2,47.5,16.6,13.8,9,High,0,"Authentic Punjab preparation of Kulith Makhani, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/140.jpg
141,Tinda Masala,Side_Dish,Pan-India,Pan-India,6,veg,0,137,4.1,18.7,2.9,5.2,3,High,0,"Authentic Pan-India preparation of Tinda Masala, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/141.jpg
142,Paneer Bhajiya,Snacks,Pan-India,Pan-India,6,veg,0,290,15.6,4.1,23.4,0.4,0,High,0,"Authentic Pan-India preparation of Paneer Bhajiya, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/142.jpg
143,Plain Dosa,Breads_Rice,Pan-India,Pan-India,6,veg,0,167,3.9,40.1,3.0,4.8,8,Medium,1,"Authentic Pan-India preparation of Plain Dosa, served as a breads rice.",Enhances probiotic density and boosts lactic-acid bacteria.,images/143.jpg
144,Mix Veg Pasanda,Main_Course,Pan-India,Pan-India,6,veg,0,156,5.0,21.4,5.4,5.4,3,Medium,0,"Authentic Pan-India preparation of Mix Veg Pasanda, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/144.jpg
145,Egg Biryani,Breads_Rice,Pan-India,Pan-India,6,non-veg,1,140,12.0,0.5,13.5,0.0,0,Medium,0,"Authentic Pan-India preparation of Egg Biryani, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/145.jpg
146,Bhindi Masala,Side_Dish,Pan-India,Pan-India,6,veg,0,142,4.5,20.9,8.1,4.9,3,High,0,"Authentic Pan-India preparation of Bhindi Masala, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/146.jpg
147,Mushroom Kadai,Main_Course,Pan-India,Pan-India,6,veg,0,64,4.9,7.4,0.8,7.9,5,Medium,0,"Authentic Pan-India preparation of Mushroom Kadai, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/147.jpg
148,Aloo Thoran,Side_Dish,Kerala,South,2,veg,0,137,5.3,31.2,0.5,4.4,3,Medium,0,"Authentic Kerala preparation of Aloo Thoran, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/148.jpg
149,Fish Butter Masala,Main_Course,Pan-India,Pan-India,6,non-veg,1,236,21.9,4.8,21.9,0.4,0,High,0,"Authentic Pan-India preparation of Fish Butter Masala, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/149.jpg
150,Mix Veg Makhani,Main_Course,Punjab,North,1,veg,0,172,8.4,21.5,13.7,5.0,3,High,0,"Authentic Punjab preparation of Mix Veg Makhani, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/150.jpg
151,Paneer Seekh Kebab,Appetizers,Pan-India,Pan-India,6,veg,0,281,14.3,5.9,20.8,0.0,0,High,0,"Authentic Pan-India preparation of Paneer Seekh Kebab, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/151.jpg
152,Palak Tikki,Snacks,Pan-India,Pan-India,6,veg,0,139,5.3,18.1,3.8,7.6,5,Medium,0,"Authentic Pan-India preparation of Palak Tikki, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/152.jpg
153,Baingan Fry,Side_Dish,Pan-India,Pan-India,6,veg,0,144,3.8,16.8,4.1,4.2,2,Medium,0,"Authentic Pan-India preparation of Baingan Fry, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/153.jpg
154,Masoor Dal Fry,Dals_Legumes,Pan-India,Pan-India,6,veg,0,235,13.9,36.2,3.3,12.9,9,High,0,"Authentic Pan-India preparation of Masoor Dal Fry, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/154.jpg
155,Egg Lababdar,Main_Course,Pan-India,Pan-India,6,non-veg,1,140,12.1,1.9,10.1,0.0,0,Medium,0,"Authentic Pan-India preparation of Egg Lababdar, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/155.jpg
156,Panchratna Dal Makhani,Dals_Legumes,Punjab,North,1,veg,0,348,12.4,47.2,16.3,12.6,8,High,0,"Authentic Punjab preparation of Panchratna Dal Makhani, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/156.jpg
157,Paneer Dosa,Breads_Rice,Pan-India,Pan-India,6,veg,0,288,15.0,4.4,23.5,0.4,5,High,1,"Authentic Pan-India preparation of Paneer Dosa, served as a breads rice.",Enhances probiotic density and boosts lactic-acid bacteria.,images/157.jpg
158,Onion Vada,Snacks,Pan-India,Pan-India,6,veg,0,217,4.6,27.6,19.1,4.4,3,Medium,0,"Authentic Pan-India preparation of Onion Vada, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/158.jpg
159,Moong Dal Tadka,Dals_Legumes,Pan-India,Pan-India,6,veg,0,246,15.2,39.4,2.8,13.4,9,High,0,"Authentic Pan-India preparation of Moong Dal Tadka, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/159.jpg
160,Fish Amritsari Fry,Appetizers,Punjab,North,1,non-veg,1,210,22.6,1.4,9.9,0.6,0,Low,0,"Authentic Punjab preparation of Fish Amritsari Fry, served as a appetizers.",Low-FODMAP profile prevents bloating and supports IBS management.,images/160.jpg
161,Prawn Moilee,Main_Course,Kerala,South,2,non-veg,1,155,18.9,0.5,6.1,0.8,0,Medium,0,"Authentic Kerala preparation of Prawn Moilee, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/161.jpg
162,Luchi,Breads_Rice,West Bengal,East,4,veg,0,160,6.5,29.7,5.3,5.4,3,Medium,0,"Authentic West Bengal preparation of Luchi, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/162.jpg
163,Soya Chaap Achari Tikka,Appetizers,Punjab,North,1,veg,0,194,25.5,18.7,2.0,7.2,5,Medium,0,"Authentic Punjab preparation of Soya Chaap Achari Tikka, served as a appetizers.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/163.jpg
164,Bhindi Fry,Side_Dish,Pan-India,Pan-India,6,veg,0,156,5.7,20.1,6.1,1.5,1,Medium,0,"Authentic Pan-India preparation of Bhindi Fry, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/164.jpg
165,Baby Corn Pudina Tikka,Appetizers,Punjab,North,1,veg,0,140,3.7,20.4,3.1,2.9,2,Medium,0,"Authentic Punjab preparation of Baby Corn Pudina Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/165.jpg
166,Sugarcane Juice,Beverages,Pan-India,Pan-India,6,veg,0,163,5.8,21.1,4.4,2.7,1,Medium,0,"Authentic Pan-India preparation of Sugarcane Juice, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/166.jpg
167,Navratan Chettinad,Main_Course,Tamil Nadu,South,2,veg,0,143,6.0,22.4,5.2,5.5,3,Medium,0,"Authentic Tamil Nadu preparation of Navratan Chettinad, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/167.jpg
168,Fish Korma,Main_Course,Uttar Pradesh,North,1,non-veg,1,200,19.2,1.5,4.6,0.0,0,Low,0,"Authentic Uttar Pradesh preparation of Fish Korma, served as a main course.",Low-FODMAP profile prevents bloating and supports IBS management.,images/168.jpg
169,Cabbage Kurkuri,Side_Dish,Pan-India,Pan-India,6,veg,0,121,6.1,15.3,4.3,4.4,3,Medium,0,"Authentic Pan-India preparation of Cabbage Kurkuri, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/169.jpg
170,Crab Korma,Main_Course,Uttar Pradesh,North,1,non-veg,1,137,4.3,22.2,5.5,4.2,2,Medium,0,"Authentic Uttar Pradesh preparation of Crab Korma, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/170.jpg
171,Moong Dal Pakora,Snacks,Pan-India,Pan-India,6,veg,0,354,15.7,47.3,20.2,12.6,8,Medium,0,"Authentic Pan-India preparation of Moong Dal Pakora, served as a snacks.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/171.jpg
172,Pav Bhaji,Snacks,Maharashtra,West,3,veg,0,153,1.9,19.4,3.6,3.0,2,Medium,0,"Authentic Maharashtra preparation of Pav Bhaji, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/172.jpg
173,Fish Koliwada,Appetizers,Pan-India,Pan-India,6,non-veg,1,200,18.6,3.7,10.1,0.0,0,Low,0,"Authentic Pan-India preparation of Fish Koliwada, served as a appetizers.",Low-FODMAP profile prevents bloating and supports IBS management.,images/173.jpg
174,Pineapple Raita,Side_Dish,Pan-India,Pan-India,6,veg,0,148,3.2,23.6,8.6,2.3,1,Medium,0,"Authentic Pan-India preparation of Pineapple Raita, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/174.jpg
175,Soya Chunks Pasanda,Main_Course,Pan-India,Pan-India,6,veg,0,201,27.5,16.0,3.6,7.9,5,Medium,0,"Authentic Pan-India preparation of Soya Chunks Pasanda, served as a main course.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/175.jpg
